Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status
dr-althea-345-relief-cream,,,,,,,,Size,15mL,,,,,Shopify-8809447256429,113,shopify,0,deny,manual,44.90,,TRUE,TRUE,8809447256429,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/51ANDu4OdpL._SL1080.jpg?v=1788159458,2,קרם 345 Relief של Dr. Althea – תמונה 2,,,,
dr-althea-345-relief-cream,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/61PwQY_kcML._SL1080.jpg?v=1788159458,3,קרם 345 Relief של Dr. Althea – תמונה 3,,,,
dr-althea-345-relief-cream,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/611ozYoOMfL._SL1080.jpg?v=1788159458,4,קרם 345 Relief של Dr. Althea – תמונה 4,,,,
dr-althea-345-relief-cream,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/61kIoViyvRL._SL1080.jpg?v=1788159458,5,קרם 345 Relief של Dr. Althea – תמונה 5,,,,
dr-althea-345-relief-cream,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/51n7tf8UUiL._SL1080.jpg?v=1788159458,6,קרם 345 Relief של Dr. Althea – תמונה 6,,,,
blue-crystalline-face-serum-15ml-elles-2023-first-class-beauty-best-serum-winner,סרום פנים קריסטלי כחול — זוכה פרס ELLE — Earth & Halo,"
<div style=""direction: rtl; text-align: right; font-family: -apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, sans-serif; line-height: 1.7; color: #1e293b;"">

  <h2 style=""font-size: 1.35rem; font-weight: 800; color: #0f172a; margin-bottom: 12px; line-height: 1.4;"">
    זוכה פרס 'Best Serum' של מגזין ELLE: הסרום הקריסטלי הכחול שמחליף 4 מוצרי טיפוח בצעד אחד
  </h2>

  <p style=""font-size: 1.05rem; margin-bottom: 16px;"">
    כמה שלבים יש בשגרת הטיפוח שלך? סרום ויטמין C, סרום חומצה היאלורונית, קרם נגד קמטים, וסרום הרגעה? כשאת מעמיסה שכבה על גבי שכבה, העור שלך נסתם, הפורמולות מנטרלות זו את זו, והתוצאה היא גירוי ובזבוז כסף.
  </p>

  <p style=""font-size: 1.05rem; margin-bottom: 16px;"">
    <strong>Blue Crystalline מבית Earth &amp; Halo</strong> נבחר לסרום הטוב ביותר לשנת 2023 על ידי עורכי הביוטי של מגזין ELLE הבינלאומי (First Class Beauty Award). הפורמולה פותחה מתוך גישה אחת פשוטה: להעניק מקסימום תוצאות אנטי-אייג'ינג והבהרה במוצר יחיד ומרוכז במיוחד.
  </p>

  <div style=""background: #f8fafc; border-right: 4px solid #0f172a; padding: 14px 18px; margin: 20px 0; border-radius: 4px;"">
    <h3 style=""font-size: 1.1rem; font-weight: 700; color: #0f172a; margin: 0 0 6px 0;"">טכנולוגיית Micro-Emulsion — חדירה עמוקה פי 5:</h3>
    <p style=""margin: 0 0 8px 0;"">
      בזכות פטנט המיקרו-אמולסיה, מולקולות הסרום זעירות מספיק כדי לחדור מעבר לשכבת העור העליונה ישירות לשכבות העמוקות שבהן מיוצר הקולגן.
    </p>
    <ul style=""margin: 8px 0 0 0; padding-right: 20px;"">
      <li style=""margin-bottom: 6px;"">
<strong>תמצית פרח האדלווייס (Edelweiss):</strong> נוגד חמצון עוצמתי שמכיל 43% יותר כוח נוגד חמצון מרטינול, ללא תופעות הלוואי של יובש וקילופים.</li>
      <li style=""margin-bottom: 6px;"">
<strong>אינדיגו יפני ושושנת מים לבנה:</strong> מעניקים לסרום את הגוון הכחול-קריסטלי הטבעי שלו, מרגיעים דלקתיות, ומכווצים מראה נקבוביות פעורות.</li>
      <li style=""margin-bottom: 6px;"">
<strong>חומצה טרנאקסמית (Tranexamic Acid):</strong> מפרקת היפר-פיגמנטציה וכתמי גיל עמוקים ומאחדת את טון הפנים.</li>
      <li>
<strong>ענבי ים וקריטמום ימי (Sea Grape &amp; Rock Samphire):</strong> ממריצים את ייצור הקולגן והאלסטין למיצוק קווי המתאר של הפנים.</li>
    </ul>
  </div>

  <h3 style=""font-size: 1.15rem; font-weight: 700; color: #0f172a; margin: 22px 0 10px 0;"">למי הפורמולה הזו מיועדת?</h3>
  <ul style=""padding-right: 20px; margin-bottom: 18px;"">
    <li>למי שרוצה לצמצם שגרת טיפוח מסורבלת למוצר אחד איכותי ועוצמתי.</li>
    <li>למי שמתמודדת עם סימני גיל ראשונים או מתקדמים, קמטוטים ואיבוד מוצקות.</li>
    <li>לעור שסובל מחוסר אחידות בגוון, כתמים ונטייה לאדמומיות או שמנוניות יתר.</li>
  </ul>

  <h3 style=""font-size: 1.15rem; font-weight: 700; color: #0f172a; margin: 22px 0 10px 0;"">הוראות שימוש:</h3>
  <p style=""margin-bottom: 12px;"">
    טפטפי 3–4 טיפות על עור פנים וצוואר נקיים בבוקר ובערב. עסו בעדינות בתנועות כלפי מעלה עד לספיגה מלאה. הפורמולה נספגת מיידית ומהווה בסיס מושלם לאיפור או לקרם לילה.
  </p>

  <p style=""font-size: 0.95rem; color: #475569; border-top: 1px solid #e2e8f0; padding-top: 14px; margin-top: 24px;"">
    <strong>תכולה:</strong> 15 מ""ל מרוכזים | 100% טבעוני | Cruelty-Free | ללא פרבנים, סולפטים וסיליקונים.
  </p>
</div>
",Earthhaloskincare,Skin Care,Face Serum,"Earthhaloskincare, Shopify Collective",FALSE,Title,Default Title,,,,,BCFS15,74,shopify,0,deny,manual,177.29,,TRUE,TRUE,860008419200,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/Blue-crystalline15ml.jpg?v=1770413976,1,,FALSE,,,draft
blue-crystalline-face-serum-15ml-elles-2023-first-class-beauty-best-serum-winner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/Photo05_1500.jpg?v=1770413976,2,,,,,
superactive-serum,סרום סופר-אקטיבי לשיקום העור — Glimin,"
<div style=""direction: rtl; text-align: right; font-family: -apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, sans-serif; line-height: 1.7; color: #1e293b;"">

  <h2 style=""font-size: 1.35rem; font-weight: 800; color: #0f172a; margin-bottom: 12px; line-height: 1.4;"">
    הקומפלקס המשקם של גלימין: 15% ויטמין C, באקוצ'יול ופפטידים להחזרת האלסטיות והזוהר לעור הפנים
  </h2>

  <p style=""font-size: 1.05rem; margin-bottom: 16px;"">
    עם השנים והחשיפה לשמש הישראלית, מחסום העור (Skin Barrier) נחלש: קצב חידוש התאים מואט, העור מאבד את הברק הטבעי, ומופיעים קמטוטים וכתמים קטנים. מריחה של קרם לחות בסיסי פשוט כבר לא מספיקה.
  </p>

  <p style=""font-size: 1.05rem; margin-bottom: 16px;"">
    <strong>סרום Superactive של Glimin</strong> הוא סרום טיפולי מרוכז ברמה מקצועית, שתוכנן לתקן נזקי שמש, להמריץ ייצור קולגן ולשקם את מרקם העור מבלי לגרום ליובש או קילופים.
  </p>

  <div style=""background: #f8fafc; border-right: 4px solid #0f172a; padding: 14px 18px; margin: 20px 0; border-radius: 4px;"">
    <h3 style=""font-size: 1.1rem; font-weight: 700; color: #0f172a; margin: 0 0 6px 0;"">הרכב פעיל בריכוז קליני:</h3>
    <ul style=""margin: 8px 0 0 0; padding-right: 20px;"">
      <li style=""margin-bottom: 6px;"">
<strong>15% ויטמין C יציב:</strong> מבהיר כתמי שמש, מעניק אפקט זוהר מיידי ומגן מפני רדיקלים חופשיים ונזקי זיהום אוויר.</li>
      <li style=""margin-bottom: 6px;"">
<strong>באקוצ'יול (Bakuchiol):</strong> החלופה הטבעית והבטוחה לרטינול. ממריץ חידוש תאי עור ומעדן קמטים ללא אדמומיות, גירויים או רגישות לשמש.</li>
      <li style=""margin-bottom: 6px;"">
<strong>פפטיד חומצה טרנאקסמית (Tranexamic Peptide):</strong> מונע היווצרות פיגמנטציה חדשה ומאחד את גוון העור.</li>
      <li style=""margin-bottom: 6px;"">
<strong>4% ניאצינמיד (ויטמין B3):</strong> מחזק את מחסום ההגנה הטבעי של העור, מכווץ נקבוביות ומשפר את מרקם הפנים.</li>
      <li>
<strong>חומצה היאלורונית ותמצית כורכום:</strong> נועלות לחות עמוקה ומרגיעות דלקתיות ואדמומיות.</li>
    </ul>
  </div>

  <h3 style=""font-size: 1.15rem; font-weight: 700; color: #0f172a; margin: 22px 0 10px 0;"">למה תוכלי לצפות בשימוש יומיומי?</h3>
  <ul style=""padding-right: 20px; margin-bottom: 18px;"">
    <li>החזרת המוצקות והגמישות לאזורי הלחיים, קו הלסת והצוואר.</li>
    <li>גוון עור אחיד, חלק ורווי לחות שנראה רענן ומלא חיים גם בלי איפור.</li>
    <li>מריחה קלה וספיגה מהירה ללא תחושת שמנוניות.</li>
  </ul>

  <h3 style=""font-size: 1.15rem; font-weight: 700; color: #0f172a; margin: 22px 0 10px 0;"">אופן השימוש:</h3>
  <p style=""margin-bottom: 12px;"">
    מרחי מדי בוקר וערב 3–5 טיפות על עור פנים נקי ויבש, לפני קרם הלחות. עסו בתנועות סיבוביות עדינות עד לספיגה מלאה.
  </p>

  <p style=""font-size: 0.95rem; color: #475569; border-top: 1px solid #e2e8f0; padding-top: 14px; margin-top: 24px;"">
    <strong>תכולה:</strong> 30 מ""ל | מתאים לכל סוגי העור | נבדק דרמטולוגית | ללא פראבנים.
  </p>
</div>
",Gleamin,Face Serums,Face Serum,"Gleamin, Shopify Collective",FALSE,Title,Default Title,,,,,VC-FA-SERUM-1,167,shopify,0,deny,manual,88.64,128.38,TRUE,TRUE,850019262766,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/product-placeholder-02.png?v=1770414642,1,,FALSE,,,draft
superactive-serum,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/Superactive_Serum_Image_8.webp?v=1770414641,2,,,,,
superactive-serum,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/Superactive_Serum_Image_5_option2.webp?v=1770414642,3,,,,,
superactive-serum,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/Superactive_Serum_Image_2.webp?v=1770414641,4,,,,,
superactive-serum,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/Superactive_Serum_Image_3_1.webp?v=1770414642,5,,,,,
superactive-serum,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/Superactive_Serum_Image_9_option1.webp?v=1770414642,6,,,,,
superactive-serum,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/SerumSwatch.jpg?v=1770414642,7,,,,,
superactive-serum,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/Superactive_Serum_Image_4.webp?v=1770414642,8,,,,,
superactive-serum,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/Superactive_Serum_Image_6.webp?v=1770414642,9,,,,,
superactive-serum,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/Superactive.webp?v=1770414642,10,,,,,
superactive-serum,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/Superactive_Serum_Image_7_1.webp?v=1770414642,11,,,,,
superactive-serum,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/Superactive_Serum_Image_9_option2.webp?v=1770414642,12,,,,,
goodal-green-tangerine-vitamin-c-dark-spot-serum-alpha,סרום ויטמין C Green Tangerine Dark Spot Serum Alpha,"<div dir=""rtl"" style=""text-align:right;line-height:1.75;"">
<p><strong>הגרסה המחודשת של סרום Green Tangerine Vitamin C, עם רכיבי ויטמין C ונוגדי חמצון לטיפוח מראה כתמים, מרקם וגוון עור אחיד וזוהר יותר.</strong></p>
<h3>מה חשוב לדעת</h3>
<ul>
<li>Green Tangerine Exosome</li>
<li>מכיל ניאצינאמיד, גלוטתיון, Ubiquinone ו־Thioctic Acid</li>
<li>מרקם ג׳ל רענן שנספג במהירות</li>
<li>מתאים גם לעור רגיש לפי נתוני היצרן</li>
</ul>
<p><strong>כמות / גודל:</strong> 40 מ״ל</p>
<h3>איך משתמשים</h3>
<p>לאחר ניקוי וטונר, מרחי כמות מתונה על הפנים וטפחי בעדינות עד לספיגה.</p>
<p style=""font-size:0.92em;color:#666;""><strong>הערה:</strong> עיצוב האריזה עשוי להשתנות ללא הודעה מוקדמת.</p>
<h2>למי המוצר מתאים</h2>
<p>לעור שנראה עמום או לא אחיד ולמי שרוצה להוסיף לשגרה שלב ממוקד לזוהר, לחות ומראה רענן יותר.</p>
<h2>המקום שלו בשגרת K-Beauty</h2>
<p>אחרי ניקוי וטונר ולפני קרם לחות. מתחילים בכמות קטנה ומאפשרים למוצר להיספג לפני השלב הבא.</p>
<p><strong>טיפ קטן:</strong> אם זו הפעם הראשונה שלך עם רכיבים פעילים, התחילי בהדרגה ואל תעמיסי כמה מוצרים פעילים חדשים באותו ערב.</p>
<h2>שאלות נפוצות</h2>
<h3>באיזה שלב משתמשים במוצר?</h3>
<p>אחרי ניקוי וטונר ולפני קרם לחות. מתחילים בכמות קטנה ומאפשרים למוצר להיספג לפני השלב הבא.</p>
<h3>האם אפשר לשלב אותו בשגרה קיימת?</h3>
<p>כן. מומלץ להוסיף מוצר חדש אחד בכל פעם, לבצע בדיקת רגישות ולהתאים את תדירות השימוש לתחושת העור ולהוראות שעל האריזה.</p>
<p style=""font-size:0.92em;color:#666;"">זהו מוצר קוסמטי ואינו מיועד לאבחן או לטפל במצב רפואי. רשימת הרכיבים והוראות היצרן שעל האריזה הן הקובעות.</p>
</div>",Goodal,Skin Care,Serum,"Goodal, K-Beauty, K-Beauty: Glow, Korean Beauty, Shopify Collective",TRUE,Title,Default Title,,,,,Shopify-8809828412024,227,shopify,0,deny,manual,99.90,,TRUE,TRUE,8800290367959,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/goodal-green-tangerine-vitamin-c-dark-spot-serum-alpha-tiger-catalog.webp?v=1788178961,1,סרום ויטמין C Green Tangerine Dark Spot Serum Alpha של Goodal,FALSE,סרום ויטמין C Green Tangerine | Goodal,"סרום ויטמין C Goodal Green Tangerine עם רכיבי ויטמין C ונוגדי חמצון לטיפוח מראה כתמים, מרקם וגוון אחיד. מחיר בישראל ומשלוח לכל הארץ.",active
goodal-green-tangerine-vitamin-c-dark-spot-serum-alpha,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/71JDvqpgCgL._SL1500.jpg?v=1788159561,2,סרום Green Tangerine של Goodal – תמונה 2,,,,
goodal-green-tangerine-vitamin-c-dark-spot-serum-alpha,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/71gOBsr_JCL._SL1500.jpg?v=1788159561,3,סרום Green Tangerine של Goodal – תמונה 3,,,,
goodal-green-tangerine-vitamin-c-dark-spot-serum-alpha,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/81Bn_3Fla8L._SL1500.jpg?v=1788159561,4,סרום Green Tangerine של Goodal – תמונה 4,,,,
goodal-green-tangerine-vitamin-c-dark-spot-serum-alpha,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/81vB0Eo1QsL._SL1500.jpg?v=1788159561,5,סרום Green Tangerine של Goodal – תמונה 5,,,,
goodal-green-tangerine-vitamin-c-dark-spot-serum-alpha,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/91JBeL4mtOL._SL1500.jpg?v=1788159561,6,סרום Green Tangerine של Goodal – תמונה 6,,,,
skin-memory-serum,סרום Skin Memory — IDEO Skincare,"<div dir=""rtl"" style=""text-align:right;direction:rtl;line-height:1.7"">
<p><strong>Skin Memory Serum של IDEO הוא סרום פנים לשגרת טיפוח בוקר וערב, עם דגש על לחות, גמישות ומראה עור רענן.</strong></p>
<p>הסרום מיועד להשתלב לפני קרם לחות כחלק משגרת טיפוח עקבית. במקום להבטיח ""חידוש זיכרון תאי"" או טיפול במספר קבוע של סימני גיל, נכון יותר להתייחס אליו כמוצר קוסמטי שמטרתו לתמוך במראה ובתחושה של העור.</p>
<h3>מה אפשר לצפות משימוש קוסמטי?</h3>
<ul>
<li>תוספת לחות וטיפוח לשגרת היום או הערב.</li>
<li>מראה עור רך, חלק ורענן יותר כחלק משגרה עקבית.</li>
<li>מרקם סרום שקל לשלב לפני קרם לחות.</li>
</ul>
<h3>איך משתמשים?</h3>
<p>מרחי כמות קטנה על עור נקי בהתאם להוראות שעל האריזה, ולאחר מכן המשיכי עם קרם לחות. בבוקר השלימי עם מקדם הגנה.</p>
<p>התוצאה הקוסמטית משתנה בין משתמשות; הסרום אינו טיפול רפואי בקמטים או במחלות עור.</p>
</div>",IDEO Skincare,Anti-Aging Skin Care,,"IDEO Skincare, Shopify Collective",TRUE,Size,30ml,,,,,ID001SF,136,shopify,0,deny,manual,399.00,449.00,TRUE,TRUE,860006389703,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/Screenshot2026-01-27at12.55.48.png?v=1770414675,1,סרום Skin Memory של IDEO Skincare לפנים,FALSE,סרום Skin Memory של IDEO | לחות וטיפוח לפנים,"Skin Memory Serum של IDEO לשגרת טיפוח בוקר וערב, עם מרקם סרום קל לתמיכה בלחות, גמישות ומראה עור רענן.",active
skin-memory-serum,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/IDEO-_June_2022-12.jpg?v=1770414675,2,סרום Skin Memory של IDEO – תמונה 2 בגלריית המוצר,,,,
skin-memory-serum,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/IDEO-December2021-9.jpg?v=1770414675,3,סרום Skin Memory של IDEO – תמונה 3 בגלריית המוצר,,,,
skin-memory-serum,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/IDEO-_February_2023-1_aft.jpg?v=1770414676,4,סרום Skin Memory של IDEO – תמונה 4 בגלריית המוצר,,,,
skin-memory-serum,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/IDEO-December2021-7.jpg?v=1770414675,5,סרום Skin Memory של IDEO – תמונה 5 בגלריית המוצר,,,,
skin-memory-serum,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/IDEO-_Jan_2022-5_Edit.jpg?v=1770414675,6,סרום Skin Memory של IDEO – תמונה 6 בגלריית המוצר,,,,
skin-memory-serum,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/IDEO-December2021-15.jpg?v=1770414675,7,סרום Skin Memory של IDEO – תמונה 7 בגלריית המוצר,,,,
skin-memory-serum,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/prettySOCIAL-6_P.jpg?v=1770414675,8,סרום Skin Memory של IDEO – תמונה 8 בגלריית המוצר,,,,
skin-memory-serum,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/prettySOCIAL-14.jpg?v=1770414675,9,סרום Skin Memory של IDEO – תמונה 9 בגלריית המוצר,,,,
skin-memory-serum,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/prettySOCIAL-2.jpg?v=1770414675,10,סרום Skin Memory של IDEO – תמונה 10 בגלריית המוצר,,,,
skin-memory-serum,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/Screen_Shot_2022-06-19_at_4.47_1.png?v=1770414675,11,סרום Skin Memory של IDEO – תמונה 11 בגלריית המוצר,,,,
skin-memory-serum,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/IDEO-_Feb_2022-3_1_f7558d2b-f3d5-4486-97ba-31bd99f6235b.jpg?v=1770414676,12,סרום Skin Memory של IDEO – תמונה 12 בגלריית המוצר,,,,
skin-memory-serum,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/Before-After-Comps---2.jpg?v=1770414675,13,סרום Skin Memory של IDEO – תמונה 13 בגלריית המוצר,,,,
skin-memory-serum,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/gempages_536409410684060652-01e05b11-5730-4baa-bd76-21edc65ece77.jpg?v=1770414675,14,סרום Skin Memory של IDEO – תמונה 14 בגלריית המוצר,,,,
skin-memory-serum,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/gempages_536409410684060652-d65662e2-0674-468b-804f-654a871aedd4.jpg?v=1770414675,15,סרום Skin Memory של IDEO – תמונה 15 בגלריית המוצר,,,,
im-from-rice-toner,טונר אורז Rice Toner,"<div dir=""rtl"" style=""text-align:right;line-height:1.75;"">
<p><strong>טונר דו-שכבתי על בסיס רכיבי אורז מ־Yeoju וניאצינאמיד, שנועד להעניק לחות, זוהר ומראה עור מאוזן יותר בלי תחושה כבדה.</strong></p>
<h3>מה חשוב לדעת</h3>
<ul>
<li>מסייע להעניק לעור מראה בהיר ואחיד יותר</li>
<li>שילוב של שכבה מימית ואמולסיה חלבית ללחות נעימה</li>
<li>מסייע לתמוך במחסום הלחות של העור</li>
<li>מתאים לכל סוגי העור, כולל עור רגיש לפי נתוני היצרן</li>
</ul>
<p><strong>כמות / גודל:</strong> 150 מ״ל</p>
<h3>איך משתמשים</h3>
<p>נערי היטב לפני השימוש. שפכי כמות קטנה לכף היד או לפד כותנה, העבירי בעדינות על הפנים והצוואר וטפחי לספיגה. המשיכי בשגרת הטיפוח.</p>
<p style=""font-size:0.92em;color:#666;""><strong>הערה:</strong> עיצוב האריזה עשוי להשתנות ללא הודעה מוקדמת.</p>
<h2>למי המוצר מתאים</h2>
<p>לעור שנראה עמום או לא אחיד ולמי שרוצה להוסיף לשגרה שלב ממוקד לזוהר, לחות ומראה רענן יותר.</p>
<h2>המקום שלו בשגרת K-Beauty</h2>
<p>אחרי ניקוי ולפני אסנס או סרום. מתחילים בכמות קטנה ומטפחים בעדינות עד לספיגה.</p>

<h2>שאלות נפוצות</h2>
<h3>באיזה שלב משתמשים במוצר?</h3>
<p>אחרי ניקוי ולפני אסנס או סרום. מתחילים בכמות קטנה ומטפחים בעדינות עד לספיגה.</p>
<h3>האם אפשר לשלב אותו בשגרה קיימת?</h3>
<p>כן. מומלץ להוסיף מוצר חדש אחד בכל פעם, לבצע בדיקת רגישות ולהתאים את תדירות השימוש לתחושת העור ולהוראות שעל האריזה.</p>
<p style=""font-size:0.92em;color:#666;"">זהו מוצר קוסמטי ואינו מיועד לאבחן או לטפל במצב רפואי. רשימת הרכיבים והוראות היצרן שעל האריזה הן הקובעות.</p>
</div>",I’m From,Toners,Toner Lotion,"I’m From, K-Beauty, K-Beauty: Glow, K-Beauty: Hydration, Korean Beauty, Shopify Collective",TRUE,Title,Default Title,,,,,Shopify-8809525936274,227,shopify,0,deny,manual,129.90,,TRUE,TRUE,8809525936274,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/im-from-rice-toner-catalog-v2.webp?v=1788273048,1,טונר אורז Rice Toner של I’m From על רקע בהיר,FALSE,טונר אורז Rice Toner | I’m From,"טונר דו-שכבתי על בסיס רכיבי אורז מ־Yeoju וניאצינאמיד, שנועד להעניק לחות, זוהר ומראה עור מאוזן יותר בלי תחושה כבדה. מחיר בישראל ומשלוח לכל הארץ.",active
im-from-rice-toner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/im-from-rice-toner-tiger-catalog.webp?v=1788179026,2,טונר אורז Rice Toner של I’m From,,,,
im-from-rice-toner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/61MBNtwb6JL._AC_SL1500.jpg?v=1788157937,3,טונר אורז Rice Toner של I’m From – תמונה 3,,,,
im-from-rice-toner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/61HEvSRVGJL._AC_SL1500.jpg?v=1788157937,4,טונר אורז Rice Toner של I’m From – תמונה 4,,,,
im-from-rice-toner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/71Uv_5HdZwL._AC_SL1500.jpg?v=1788157937,5,טונר אורז Rice Toner של I’m From – תמונה 5,,,,
im-from-rice-toner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/71i3dBAY4wL._AC_SL1500.jpg?v=1788157937,6,טונר אורז Rice Toner של I’m From – תמונה 6,,,,
im-from-rice-toner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/710Bd5Z7xiL._AC_SL1500.jpg?v=1788157937,7,טונר אורז Rice Toner של I’m From – תמונה 7,,,,
im-from-rice-toner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/71tE5Iz3xCL._AC_SL1500.jpg?v=1788157937,8,טונר אורז Rice Toner של I’m From – תמונה 8,,,,
im-from-rice-toner,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/2628/4583/files/71cfygC4S0L._AC_SL1500.jpg?v=1788157937,9,טונר אורז Rice Toner של I’m From – תמונה 9,,,,
